,Training_Round,Epochs,Scenario,Embedding,Tagging_Scheme,Capitalisation_Dim,Lower,Char_LSTM_Dim,Word_LSTM_Dim,Precision,Recall,F1_Score
1171,6,5,selective,Word2Vec,IOBES,False,False,50,200,62.62,50.34,55.81
1235,8,5,selective,Word2Vec,IOBES,False,False,50,200,57.8,53.78,55.72
1267,9,5,selective,Word2Vec,IOBES,False,False,50,200,56.36,54.36,55.34
980,0,5,selective,Word2Vec,IOBES,False,True,25,100,44.95,41.16,42.97
1012,1,5,selective,Word2Vec,IOBES,False,True,25,100,52.93,50.2,51.53
1044,2,5,selective,Word2Vec,IOBES,False,True,25,100,56.8,38.47,45.87
1076,3,5,selective,Word2Vec,IOBES,False,True,25,100,51.28,45.21,48.06
1108,4,5,selective,Word2Vec,IOBES,False,True,25,100,48.22,47.69,47.95
1140,5,5,selective,Word2Vec,IOBES,False,True,25,100,49.83,46.07,47.88
1172,6,5,selective,Word2Vec,IOBES,False,True,25,100,49.75,49.84,49.79
1204,7,5,selective,Word2Vec,IOBES,False,True,25,100,55.64,42.81,48.39
1236,8,5,selective,Word2Vec,IOBES,False,True,25,100,51.55,48.15,49.8
1268,9,5,selective,Word2Vec,IOBES,False,True,25,100,47.82,46.47,47.14
981,0,5,selective,Word2Vec,IOBES,False,True,25,200,48.83,44.21,46.41
1013,1,5,selective,Word2Vec,IOBES,False,True,25,200,52.41,47.65,49.92
1045,2,5,selective,Word2Vec,IOBES,False,True,25,200,47.4,51.34,49.29
1077,3,5,selective,Word2Vec,IOBES,False,True,25,200,48.73,40.66,44.33
1109,4,5,selective,Word2Vec,IOBES,False,True,25,200,52.24,48.87,50.5
1141,5,5,selective,Word2Vec,IOBES,False,True,25,200,50.55,45.79,48.05
1173,6,5,selective,Word2Vec,IOBES,False,True,25,200,47.35,45.89,46.61
1205,7,5,selective,Word2Vec,IOBES,False,True,25,200,47.74,45.46,46.57
1237,8,5,selective,Word2Vec,IOBES,False,True,25,200,52.93,45.68,49.04
1269,9,5,selective,Word2Vec,IOBES,False,True,25,200,53.66,46.76,49.97
982,0,5,selective,Word2Vec,IOBES,False,True,50,100,52.6,50.45,51.5
1014,1,5,selective,Word2Vec,IOBES,False,True,50,100,57.03,44.35,49.9
1046,2,5,selective,Word2Vec,IOBES,False,True,50,100,43.24,48.4,45.68
1078,3,5,selective,Word2Vec,IOBES,False,True,50,100,47.45,46.65,47.04
1110,4,5,selective,Word2Vec,IOBES,False,True,50,100,53.16,46.4,49.55
1142,5,5,selective,Word2Vec,IOBES,False,True,50,100,56.06,43.92,49.26
1174,6,5,selective,Word2Vec,IOBES,False,True,50,100,49.95,49.7,49.82
1206,7,5,selective,Word2Vec,IOBES,False,True,50,100,57.66,38.87,46.43
1238,8,5,selective,Word2Vec,IOBES,False,True,50,100,52.07,47.87,49.88
1270,9,5,selective,Word2Vec,IOBES,False,True,50,100,51.79,52.81,52.3
983,0,5,selective,Word2Vec,IOBES,False,True,50,200,52.2,48.87,50.48
1015,1,5,selective,Word2Vec,IOBES,False,True,50,200,52.81,46.18,49.27
1047,2,5,selective,Word2Vec,IOBES,False,True,50,200,61.4,38.33,47.2
1079,3,5,selective,Word2Vec,IOBES,False,True,50,200,49.31,48.51,48.91
1111,4,5,selective,Word2Vec,IOBES,False,True,50,200,54.59,44.75,49.18
1143,5,5,selective,Word2Vec,IOBES,False,True,50,200,49.33,50.3,49.81
1175,6,5,selective,Word2Vec,IOBES,False,True,50,200,52.99,41.34,46.45
1207,7,5,selective,Word2Vec,IOBES,False,True,50,200,53.94,46.83,50.13
1239,8,5,selective,Word2Vec,IOBES,False,True,50,200,51.62,50.74,51.18
1271,9,5,selective,Word2Vec,IOBES,False,True,50,200,55.89,43.24,48.76
984,0,5,selective,Word2Vec,IOBES,True,False,25,100,64.21,45.93,53.55
1016,1,5,selective,Word2Vec,IOBES,True,False,25,100,60.1,51.85,55.67
1048,2,5,selective,Word2Vec,IOBES,True,False,25,100,54.64,55.29,54.96
1080,3,5,selective,Word2Vec,IOBES,True,False,25,100,60.12,49.52,54.31
1112,4,5,selective,Word2Vec,IOBES,True,False,25,100,55.88,51.77,53.75
1144,5,5,selective,Word2Vec,IOBES,True,False,25,100,54.96,52.6,53.76
1176,6,5,selective,Word2Vec,IOBES,True,False,25,100,60.9,46.86,52.97
1208,7,5,selective,Word2Vec,IOBES,True,False,25,100,56.72,50.52,53.44
1240,8,5,selective,Word2Vec,IOBES,True,False,25,100,59.46,52.49,55.76
1272,9,5,selective,Word2Vec,IOBES,True,False,25,100,57.79,50.95,54.15
985,0,5,selective,Word2Vec,IOBES,True,False,25,200,57.01,52.49,54.66
1017,1,5,selective,Word2Vec,IOBES,True,False,25,200,59.31,51.49,55.12
1049,2,5,selective,Word2Vec,IOBES,True,False,25,200,57.48,54.82,56.12
1081,3,5,selective,Word2Vec,IOBES,True,False,25,200,64.6,48.94,55.69
1113,4,5,selective,Word2Vec,IOBES,True,False,25,200,65.87,43.46,52.37
1145,5,5,selective,Word2Vec,IOBES,True,False,25,200,60.92,49.7,54.74
1177,6,5,selective,Word2Vec,IOBES,True,False,25,200,59.4,53.03,56.03
1209,7,5,selective,Word2Vec,IOBES,True,False,25,200,57.93,49.26,53.25
1241,8,5,selective,Word2Vec,IOBES,True,False,25,200,61.79,47.26,53.56
1273,9,5,selective,Word2Vec,IOBES,True,False,25,200,55.91,52.06,53.92
986,0,5,selective,Word2Vec,IOBES,True,False,50,100,62.36,49.01,54.89
1018,1,5,selective,Word2Vec,IOBES,True,False,50,100,60.15,48.98,53.99
1050,2,5,selective,Word2Vec,IOBES,True,False,50,100,54.3,51.63,52.93
1082,3,5,selective,Word2Vec,IOBES,True,False,50,100,61.76,50.56,55.6
1114,4,5,selective,Word2Vec,IOBES,True,False,50,100,55.09,51.24,53.09
1146,5,5,selective,Word2Vec,IOBES,True,False,50,100,60.15,53.35,56.55
1178,6,5,selective,Word2Vec,IOBES,True,False,50,100,50.74,58.05,54.15
1210,7,5,selective,Word2Vec,IOBES,True,False,50,100,47.99,59.88,53.28
1242,8,5,selective,Word2Vec,IOBES,True,False,50,100,56.2,52.85,54.47
1274,9,5,selective,Word2Vec,IOBES,True,False,50,100,58.84,53.35,55.96
987,0,5,selective,Word2Vec,IOBES,True,False,50,200,58.54,52.74,55.49
1019,1,5,selective,Word2Vec,IOBES,True,False,50,200,56.4,49.44,52.69
1115,4,5,selective,Word2Vec,IOBES,True,False,50,200,57.79,47.9,52.38
1147,5,5,selective,Word2Vec,IOBES,True,False,50,200,66.2,45.57,53.98
1179,6,5,selective,Word2Vec,IOBES,True,False,50,200,61.01,47.19,53.21
1211,7,5,selective,Word2Vec,IOBES,True,False,50,200,54.48,53.6,54.04
1243,8,5,selective,Word2Vec,IOBES,True,False,50,200,58.9,52.1,55.29
1275,9,5,selective,Word2Vec,IOBES,True,False,50,200,55.1,53.07,54.06
988,0,5,selective,Word2Vec,IOBES,True,True,25,100,57.18,44.71,50.18
1020,1,5,selective,Word2Vec,IOBES,True,True,25,100,50.3,48.8,49.54
1052,2,5,selective,Word2Vec,IOBES,True,True,25,100,57.55,42.63,48.98
1084,3,5,selective,Word2Vec,IOBES,True,True,25,100,45.41,49.3,47.28
1116,4,5,selective,Word2Vec,IOBES,True,True,25,100,46.98,48.8,47.87
1148,5,5,selective,Word2Vec,IOBES,True,True,25,100,55.96,43.78,49.12
1180,6,5,selective,Word2Vec,IOBES,True,True,25,100,51.42,48.58,49.96
1212,7,5,selective,Word2Vec,IOBES,True,True,25,100,53.69,42.49,47.44
1244,8,5,selective,Word2Vec,IOBES,True,True,25,100,49.16,48.19,48.67
1276,9,5,selective,Word2Vec,IOBES,True,True,25,100,51.59,43.06,46.94
989,0,5,selective,Word2Vec,IOBES,True,True,25,200,48.75,43.24,45.83
1021,1,5,selective,Word2Vec,IOBES,True,True,25,200,55.52,43.24,48.62
1053,2,5,selective,Word2Vec,IOBES,True,True,25,200,45.76,42.52,44.08
1085,3,5,selective,Word2Vec,IOBES,True,True,25,200,49.27,48.37,48.81
1117,4,5,selective,Word2Vec,IOBES,True,True,25,200,48.48,46.22,47.32
1149,5,5,selective,Word2Vec,IOBES,True,True,25,200,52.32,43.99,47.8
1181,6,5,selective,Word2Vec,IOBES,True,True,25,200,51.12,47.4,49.19
1213,7,5,selective,Word2Vec,IOBES,True,True,25,200,53.37,37.15,43.81
1245,8,5,selective,Word2Vec,IOBES,True,True,25,200,47.15,52.24,49.57
1277,9,5,selective,Word2Vec,IOBES,True,True,25,200,52.38,45.0,48.41
990,0,5,selective,Word2Vec,IOBES,True,True,50,100,51.53,49.52,50.5
1022,1,5,selective,Word2Vec,IOBES,True,True,50,100,55.23,43.96,48.95
1054,2,5,selective,Word2Vec,IOBES,True,True,50,100,54.46,48.12,51.09
1086,3,5,selective,Word2Vec,IOBES,True,True,50,100,54.27,45.32,49.39
1118,4,5,selective,Word2Vec,IOBES,True,True,50,100,49.95,50.38,50.16
1150,5,5,selective,Word2Vec,IOBES,True,True,50,100,46.98,51.6,49.18
1182,6,5,selective,Word2Vec,IOBES,True,True,50,100,47.34,50.77,49.0
1214,7,5,selective,Word2Vec,IOBES,True,True,50,100,53.02,45.0,48.68
1246,8,5,selective,Word2Vec,IOBES,True,True,50,100,49.65,50.91,50.27
1278,9,5,selective,Word2Vec,IOBES,True,True,50,100,49.53,46.83,48.14
991,0,5,selective,Word2Vec,IOBES,True,True,50,200,47.49,51.27,49.31
1023,1,5,selective,Word2Vec,IOBES,True,True,50,200,52.64,48.23,50.34
1055,2,5,selective,Word2Vec,IOBES,True,True,50,200,54.6,43.64,48.51
1087,3,5,selective,Word2Vec,IOBES,True,True,50,200,48.54,46.5,47.5
1119,4,5,selective,Word2Vec,IOBES,True,True,50,200,58.87,42.95,49.67
1151,5,5,selective,Word2Vec,IOBES,True,True,50,200,45.32,50.56,47.8
1183,6,5,selective,Word2Vec,IOBES,True,True,50,200,49.83,52.1,50.94
1215,7,5,selective,Word2Vec,IOBES,True,True,50,200,54.73,46.43,50.24
1247,8,5,selective,Word2Vec,IOBES,True,True,50,200,49.33,44.6,46.85
1279,9,5,selective,Word2Vec,IOBES,True,True,50,200,56.24,42.95,48.71
